word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
reiðhjól,91,13,9.23e-06,1.56e-06,5.925154
heilbrigðisþjónustu,245,35,2.484e-05,4.19e-06,5.925154
helsta,504,72,5.11e-05,8.62e-06,5.925154
rökin,70,10,7.1e-06,1.2e-06,5.925154
meðgöngu,217,31,2.2e-05,3.71e-06,5.925154
share,77,11,7.81e-06,1.32e-06,5.925154
naknar,390,56,3.954e-05,6.71e-06,5.894924
heimsvísu,181,26,1.835e-05,3.11e-06,5.892598
helming,181,26,1.835e-05,3.11e-06,5.892598
peru,174,25,1.764e-05,2.99e-06,5.891296
item,125,18,1.267e-05,2.16e-06,5.878129
heimavelli,125,18,1.267e-05,2.16e-06,5.878129
ítalskar,97,14,9.84e-06,1.68e-06,5.864693
líkan,97,14,9.84e-06,1.68e-06,5.864693
hyggst,194,28,1.967e-05,3.35e-06,5.864693
sporum,90,13,9.13e-06,1.56e-06,5.860043
based,83,12,8.42e-06,1.44e-06,5.854617
botninum,83,12,8.42e-06,1.44e-06,5.854617
standist,83,12,8.42e-06,1.44e-06,5.854617
eykur,491,71,4.979e-05,8.51e-06,5.853623
karlinn,76,11,7.71e-06,1.32e-06,5.848204
something,76,11,7.71e-06,1.32e-06,5.848204
important,76,11,7.71e-06,1.32e-06,5.848204
jöfnu,138,20,1.399e-05,2.4e-06,5.840509
eystri,69,10,7e-06,1.2e-06,5.840509
site,124,18,1.257e-05,2.16e-06,5.831104
áherslum,103,15,1.044e-05,1.8e-06,5.812294
lesbía,295,43,2.991e-05,5.15e-06,5.807045
arabísk,96,14,9.73e-06,1.68e-06,5.804233
stungið,96,14,9.73e-06,1.68e-06,5.804233
fæ,404,59,4.096e-05,7.07e-06,5.796035
reading,191,28,1.937e-05,3.35e-06,5.774002
hvors,75,11,7.6e-06,1.32e-06,5.771254
lagast,75,11,7.6e-06,1.32e-06,5.771254
