word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
tómur,23,93,2.33e-06,1.114e-05,0.209337
óþægilegt,74,298,7.5e-06,3.57e-05,0.210192
miðlungs,58,233,5.88e-06,2.791e-05,0.210704
fórnarlamba,19,76,1.93e-06,9.1e-06,0.211613
byrjunar,11,44,1.12e-06,5.27e-06,0.211613
beatles,12,48,1.22e-06,5.75e-06,0.211613
sorglegt,69,276,7e-06,3.306e-05,0.211613
höfundarréttur,11,44,1.12e-06,5.27e-06,0.211613
lúterska,11,44,1.12e-06,5.27e-06,0.211613
stöðugrar,16,64,1.62e-06,7.67e-06,0.211613
bil,511,2042,5.181e-05,0.00024461,0.21182
náttúrulegt,93,371,9.43e-06,4.444e-05,0.212183
taldir,165,652,1.673e-05,7.81e-05,0.214209
hliðstæða,20,79,2.03e-06,9.46e-06,0.214291
vírusinn,19,75,1.93e-06,8.98e-06,0.214434
breiðu,18,71,1.83e-06,8.51e-06,0.214593
óþrjótandi,18,71,1.83e-06,8.51e-06,0.214593
peningurinn,16,63,1.62e-06,7.55e-06,0.214972
vörðum,15,59,1.52e-06,7.07e-06,0.215199
ástæðna,25,98,2.53e-06,1.174e-05,0.215931
klukkan,1116,4370,0.00011316,0.00052348,0.216164
ráðlagt,149,583,1.511e-05,6.984e-05,0.216331
styrktir,11,43,1.12e-06,5.15e-06,0.216534
fjármálastofnunum,10,39,1.01e-06,4.67e-06,0.217039
vinnuhópur,20,78,2.03e-06,9.34e-06,0.217039
hagstofa,40,156,4.06e-06,1.869e-05,0.217039
huldufólk,10,39,1.01e-06,4.67e-06,0.217039
farsælu,10,39,1.01e-06,4.67e-06,0.217039
fullkomnar,29,113,2.94e-06,1.354e-05,0.217231
frosið,32,124,3.24e-06,1.485e-05,0.218439
hagnýt,55,213,5.58e-06,2.552e-05,0.218567
árlegur,52,201,5.27e-06,2.408e-05,0.218982
skeljar,22,85,2.23e-06,1.018e-05,0.219081
india,14,54,1.42e-06,6.47e-06,0.21945
rannsóknirnar,21,81,2.13e-06,9.7e-06,0.21945
skaðlegt,48,185,4.87e-06,2.216e-05,0.21962
deildu,50,192,5.07e-06,2.3e-05,0.22043
opinberrar,31,119,3.14e-06,1.426e-05,0.220504
iðnaðarmanna,12,46,1.22e-06,5.51e-06,0.220813
hlustaðu,35,134,3.55e-06,1.605e-05,0.221088
velkominn,72,275,7.3e-06,3.294e-05,0.221616
bóla,11,42,1.12e-06,5.03e-06,0.221689
ummál,22,84,2.23e-06,1.006e-05,0.221689
tima,22,84,2.23e-06,1.006e-05,0.221689
kannar,38,145,3.85e-06,1.737e-05,0.221828
hófsemi,31,118,3.14e-06,1.414e-05,0.222373
sjötti,31,118,3.14e-06,1.414e-05,0.222373
skúlptúrar,10,38,1.01e-06,4.55e-06,0.22275
raunveru,10,38,1.01e-06,4.55e-06,0.22275
fjölgunar,34,129,3.45e-06,1.545e-05,0.223096
huggun,55,208,5.58e-06,2.492e-05,0.223821
ræddar,45,170,4.56e-06,2.036e-05,0.22406
deilu,40,151,4.06e-06,1.809e-05,0.224225
lyktar,22,83,2.23e-06,9.94e-06,0.22436
stórar,351,1323,3.559e-05,0.00015848,0.224569
geðsjúkdóma,21,79,2.13e-06,9.46e-06,0.225006
hlekki,20,75,2.03e-06,8.98e-06,0.22572
njósnir,12,45,1.22e-06,5.39e-06,0.22572
hópana,16,60,1.62e-06,7.19e-06,0.22572
framkvæmdi,40,150,4.06e-06,1.797e-05,0.22572
rússneskur,24,90,2.43e-06,1.078e-05,0.22572
stökkum,12,45,1.22e-06,5.39e-06,0.22572
fræddi,23,86,2.33e-06,1.03e-05,0.226376
hausts,19,71,1.93e-06,8.51e-06,0.226515
svipaðir,15,56,1.52e-06,6.71e-06,0.226728
vindur,122,455,1.237e-05,5.45e-05,0.22696
ákvæðin,11,41,1.12e-06,4.91e-06,0.227097
klifraði,11,41,1.12e-06,4.91e-06,0.227097
rændu,29,108,2.94e-06,1.294e-05,0.227288
keppnistímabil,18,67,1.83e-06,8.03e-06,0.227405
blandaðu,18,67,1.83e-06,8.03e-06,0.227405
undursamlega,14,52,1.42e-06,6.23e-06,0.227891
lögaðili,17,63,1.72e-06,7.55e-06,0.228407
óhrein,27,100,2.74e-06,1.198e-05,0.228542
staðbundnum,30,111,3.04e-06,1.33e-05,0.22877
samkomulagsins,20,74,2.03e-06,8.86e-06,0.22877
bloggum,10,37,1.01e-06,4.43e-06,0.22877
skráðan,10,37,1.01e-06,4.43e-06,0.22877
bankaði,10,37,1.01e-06,4.43e-06,0.22877
elskan,39,144,3.95e-06,1.725e-05,0.229247
nýlega,622,2295,6.307e-05,0.00027492,0.229408
jarðskjálfta,45,166,4.56e-06,1.989e-05,0.229459
kindum,16,59,1.62e-06,7.07e-06,0.229546
hátíðar,44,162,4.46e-06,1.941e-05,0.2299
breiðskífu,25,92,2.53e-06,1.102e-05,0.230014
pabbinn,25,92,2.53e-06,1.102e-05,0.230014
yfirvöldum,90,331,9.13e-06,3.965e-05,0.230153
ráðgjafa,105,385,1.065e-05,4.612e-05,0.23085
þjóðlegt,12,44,1.22e-06,5.27e-06,0.23085
takmarkaðir,12,44,1.22e-06,5.27e-06,0.23085
þjóðtrú,18,66,1.83e-06,7.91e-06,0.23085
harðri,54,197,5.48e-06,2.36e-05,0.232022
hliði,17,62,1.72e-06,7.43e-06,0.232091
sáran,17,62,1.72e-06,7.43e-06,0.232091
námskrár,14,51,1.42e-06,6.11e-06,0.232359
eldra,256,932,2.596e-05,0.00011164,0.232501
blár,55,200,5.58e-06,2.396e-05,0.232774
losum,11,40,1.12e-06,4.79e-06,0.232774
markahæstur,11,40,1.12e-06,4.79e-06,0.232774
fjárfestu,11,40,1.12e-06,4.79e-06,0.232774
osfrv,85,309,8.62e-06,3.702e-05,0.232842
kryddum,19,69,1.93e-06,8.27e-06,0.233081
stórs,19,69,1.93e-06,8.27e-06,0.233081
írska,35,127,3.55e-06,1.521e-05,0.233274
róast,16,58,1.62e-06,6.95e-06,0.233504
daglegar,48,174,4.87e-06,2.084e-05,0.233504
samhljómi,13,47,1.32e-06,5.63e-06,0.234125
beiðni,358,1291,3.63e-05,0.00015465,0.234724
vitnar,104,375,1.055e-05,4.492e-05,0.234749
konungurinn,53,191,5.37e-06,2.288e-05,0.234879
misnotkun,131,472,1.328e-05,5.654e-05,0.234926
hæ,83,299,8.42e-06,3.582e-05,0.234968
byrjuðu,143,515,1.45e-05,6.169e-05,0.235034
veröndinni,10,36,1.01e-06,4.31e-06,0.235125
truflanir,30,108,3.04e-06,1.294e-05,0.235125
elskaðu,10,36,1.01e-06,4.31e-06,0.235125
frjálsra,60,216,6.08e-06,2.587e-05,0.235125
úlfa,10,36,1.01e-06,4.31e-06,0.235125
þjónustur,75,270,7.6e-06,3.234e-05,0.235125
fleytt,10,36,1.01e-06,4.31e-06,0.235125
árangursríkt,29,104,2.94e-06,1.246e-05,0.236029
hampiðjan,12,43,1.22e-06,5.15e-06,0.236219
áhrifamikill,24,86,2.43e-06,1.03e-05,0.236219
atlantshaf,12,43,1.22e-06,5.15e-06,0.236219
varðveittu,19,68,1.93e-06,8.15e-06,0.236508
beiðnum,38,136,3.85e-06,1.629e-05,0.236508
árlegum,45,161,4.56e-06,1.929e-05,0.236586
